Platform,Sum of Likes,Sum of Post Day,Sum of Followers,Sum of Comments,Sum of Shares,Region,Sum of Reach,Sum of Post year,Sum of Post Month,Year,Quarter,Month,Day,Count of Post_ID,Platform Code,Content_Type,Sum of Engagement,Engagement Level,Reach Category
LinkedIn,3781,31,236648,1021,464,South,750884,2025,10,2025,Qtr 4,October,31,1,LI,Image,5266,Low,High Reach
LinkedIn,8257,11,135324,1850,416,South,995423,2025,11,2025,Qtr 4,November,11,1,LI,Image,10523,Medium,High Reach
LinkedIn,2535,12,36584,2629,2329,South,320932,2025,12,2025,Qtr 4,December,12,1,LI,Video,7493,Low,Low Reach
LinkedIn,12425,19,369018,1061,1609,South,33926,2025,12,2025,Qtr 4,December,19,1,LI,Text,15095,Medium,Low Reach
LinkedIn,341,23,466038,4112,452,South,998117,2025,12,2025,Qtr 4,December,23,1,LI,Image,4905,Low,High Reach
LinkedIn,17117,21,385525,1650,278,South,285304,2026,1,2026,Qtr 1,January,21,1,LI,Text,19045,Medium,Low Reach
LinkedIn,4842,1,418865,2186,1914,South,867912,2026,2,2026,Qtr 1,February,1,1,LI,Video,8942,Low,High Reach
LinkedIn,19128,13,249559,2980,2755,South,654459,2026,2,2026,Qtr 1,February,13,1,LI,Image,24863,High,High Reach
LinkedIn,1823,28,497351,205,1468,South,622738,2026,2,2026,Qtr 1,February,28,1,LI,Text,3496,Low,High Reach
LinkedIn,6467,7,326504,2266,603,South,127683,2026,3,2026,Qtr 1,March,7,1,LI,Text,9336,Low,Low Reach
LinkedIn,16686,19,23763,788,1671,South,824843,2026,3,2026,Qtr 1,March,19,1,LI,Image,19145,Medium,High Reach
LinkedIn,5949,29,15474,4132,1580,South,162504,2026,3,2026,Qtr 1,March,29,1,LI,Text,11661,Medium,Low Reach
LinkedIn,5922,3,162453,2821,2852,South,640386,2026,4,2026,Qtr 2,April,3,1,LI,Image,11595,Medium,High Reach
LinkedIn,3934,20,379208,3238,1078,South,285078,2026,4,2026,Qtr 2,April,20,1,LI,Text,8250,Low,Low Reach
LinkedIn,13647,29,395195,1725,2200,South,646186,2026,6,2026,Qtr 2,June,29,1,LI,Image,17572,Medium,High Reach
LinkedIn,12661,7,51633,1709,502,South,293374,2026,7,2026,Qtr 3,July,7,1,LI,Reel,14872,Medium,Low Reach
LinkedIn,18158,11,12308,681,4,South,919351,2026,7,2026,Qtr 3,July,11,1,LI,Text,18843,Medium,High Reach
LinkedIn,18156,3,131294,477,985,South,965224,2026,8,2026,Qtr 3,August,3,1,LI,Text,19618,Medium,High Reach
LinkedIn,1667,23,181723,1265,1148,South,597890,2026,8,2026,Qtr 3,August,23,1,LI,Text,4080,Low,High Reach
LinkedIn,10561,18,129680,3083,2350,South,582557,2026,9,2026,Qtr 3,September,18,1,LI,Image,15994,Medium,High Reach
LinkedIn,19486,2,258971,1787,2241,West,5509,2024,1,2024,Qtr 1,January,2,1,LI,Reel,23514,High,Low Reach
LinkedIn,16774,5,125364,3263,1128,West,804244,2024,1,2024,Qtr 1,January,5,1,LI,Image,21165,High,High Reach
LinkedIn,2633,7,395408,140,1942,West,244853,2024,1,2024,Qtr 1,January,7,1,LI,Reel,4715,Low,Low Reach
LinkedIn,583,9,370109,3141,1265,West,65234,2024,1,2024,Qtr 1,January,9,1,LI,Text,4989,Low,Low Reach
LinkedIn,19923,14,457092,2761,160,West,985416,2024,1,2024,Qtr 1,January,14,1,LI,Text,22844,High,High Reach
LinkedIn,19957,2,127719,3622,1004,West,675543,2024,3,2024,Qtr 1,March,2,1,LI,Image,24583,High,High Reach
LinkedIn,17565,8,33604,1285,2623,West,56331,2024,3,2024,Qtr 1,March,8,1,LI,Reel,21473,High,Low Reach
LinkedIn,2964,12,40042,4367,719,West,34203,2024,3,2024,Qtr 1,March,12,1,LI,Video,8050,Low,Low Reach
LinkedIn,9334,18,232396,2791,2220,West,234808,2024,3,2024,Qtr 1,March,18,1,LI,Reel,14345,Medium,Low Reach
LinkedIn,7607,28,367644,4917,1043,West,610072,2024,3,2024,Qtr 1,March,28,1,LI,Video,13567,Medium,High Reach
LinkedIn,488,9,91724,2502,1783,West,549605,2024,4,2024,Qtr 2,April,9,1,LI,Reel,4773,Low,High Reach
LinkedIn,19932,20,119618,1702,700,West,345408,2024,4,2024,Qtr 2,April,20,1,LI,Image,22334,High,Low Reach
LinkedIn,16004,23,114266,3780,993,West,626538,2024,4,2024,Qtr 2,April,23,1,LI,Reel,20777,High,High Reach
LinkedIn,8731,26,99827,1306,671,West,679697,2024,6,2024,Qtr 2,June,26,1,LI,Video,10708,Medium,High Reach
LinkedIn,17993,11,467009,4065,1490,West,171488,2024,7,2024,Qtr 3,July,11,1,LI,Video,23548,High,Low Reach
LinkedIn,15362,15,241540,4994,2983,West,642484,2024,7,2024,Qtr 3,July,15,1,LI,Text,23339,High,High Reach
LinkedIn,7521,7,129084,2558,1310,West,329249,2024,9,2024,Qtr 3,September,7,1,LI,Text,11389,Medium,Low Reach
LinkedIn,3378,24,71917,1460,329,West,511437,2024,9,2024,Qtr 3,September,24,1,LI,Text,5167,Low,High Reach
LinkedIn,14886,8,45624,2203,450,West,351477,2024,10,2024,Qtr 4,October,8,1,LI,Image,17539,Medium,Low Reach
LinkedIn,6045,26,303703,4568,2326,West,612928,2024,10,2024,Qtr 4,October,26,1,LI,Image,12939,Medium,High Reach
LinkedIn,11213,6,86944,2462,1884,West,534750,2024,11,2024,Qtr 4,November,6,1,LI,Text,15559,Medium,High Reach
LinkedIn,16433,7,356825,3678,1897,West,254025,2024,11,2024,Qtr 4,November,7,1,LI,Video,22008,High,Low Reach
LinkedIn,10882,17,19162,2516,145,West,450863,2024,11,2024,Qtr 4,November,17,1,LI,Video,13543,Medium,Low Reach
LinkedIn,14885,22,337705,4513,795,West,440303,2024,11,2024,Qtr 4,November,22,1,LI,Video,20193,High,Low Reach
LinkedIn,13850,23,304725,3155,2860,West,829591,2024,11,2024,Qtr 4,November,23,1,LI,Video,19865,Medium,High Reach
LinkedIn,5379,25,484288,2112,772,West,852393,2024,11,2024,Qtr 4,November,25,1,LI,Text,8263,Low,High Reach
LinkedIn,12483,30,318218,4885,988,West,243875,2024,11,2024,Qtr 4,November,30,1,LI,Image,18356,Medium,Low Reach
LinkedIn,15025,20,403105,3992,2635,West,453398,2024,12,2024,Qtr 4,December,20,1,LI,Video,21652,High,Low Reach
LinkedIn,8014,21,451429,1249,1170,West,520231,2024,12,2024,Qtr 4,December,21,1,LI,Video,10433,Medium,High Reach
LinkedIn,9178,3,301457,2153,208,West,170465,2025,2,2025,Qtr 1,February,3,1,LI,Reel,11539,Medium,Low Reach
LinkedIn,3416,20,146538,187,972,West,13637,2025,2,2025,Qtr 1,February,20,1,LI,Text,4575,Low,Low Reach
LinkedIn,3054,25,191607,1133,2315,West,312823,2025,2,2025,Qtr 1,February,25,1,LI,Video,6502,Low,Low Reach
LinkedIn,15817,28,296634,358,638,West,761638,2025,2,2025,Qtr 1,February,28,1,LI,Text,16813,Medium,High Reach
LinkedIn,13500,14,149927,1970,257,West,326458,2025,3,2025,Qtr 1,March,14,1,LI,Image,15727,Medium,Low Reach
LinkedIn,5786,25,477193,1174,1351,West,992983,2025,3,2025,Qtr 1,March,25,1,LI,Image,8311,Low,High Reach
LinkedIn,3179,31,253167,4757,1032,West,241239,2025,3,2025,Qtr 1,March,31,1,LI,Image,8968,Low,Low Reach
LinkedIn,2789,8,261076,4229,2011,West,419906,2025,4,2025,Qtr 2,April,8,1,LI,Text,9029,Low,Low Reach
LinkedIn,19062,17,121036,1229,2114,West,748693,2025,5,2025,Qtr 2,May,17,1,LI,Text,22405,High,High Reach
LinkedIn,6870,14,266200,4697,1147,West,148875,2025,7,2025,Qtr 3,July,14,1,LI,Reel,12714,Medium,Low Reach
LinkedIn,5770,18,490206,355,1558,West,985809,2025,7,2025,Qtr 3,July,18,1,LI,Text,7683,Low,High Reach
LinkedIn,18859,13,369411,4026,2265,West,736357,2025,8,2025,Qtr 3,August,13,1,LI,Video,25150,High,High Reach
LinkedIn,10820,18,276797,2442,304,West,838151,2025,9,2025,Qtr 3,September,18,1,LI,Reel,13566,Medium,High Reach
LinkedIn,4103,15,171802,4615,996,West,758715,2025,10,2025,Qtr 4,October,15,1,LI,Text,9714,Low,High Reach
LinkedIn,14245,28,290451,4251,2515,West,575046,2025,10,2025,Qtr 4,October,28,1,LI,Image,21011,High,High Reach
LinkedIn,11421,1,253077,2457,1031,West,491187,2025,11,2025,Qtr 4,November,1,1,LI,Video,14909,Medium,Low Reach
LinkedIn,9301,5,316805,4693,1742,West,154949,2025,11,2025,Qtr 4,November,5,1,LI,Image,15736,Medium,Low Reach
LinkedIn,13952,13,376427,933,2155,West,952453,2025,11,2025,Qtr 4,November,13,1,LI,Text,17040,Medium,High Reach
LinkedIn,10265,29,142388,3220,2886,West,807870,2025,11,2025,Qtr 4,November,29,1,LI,Text,16371,Medium,High Reach
LinkedIn,15026,11,144046,2002,2886,West,282364,2025,12,2025,Qtr 4,December,11,1,LI,Image,19914,Medium,Low Reach
LinkedIn,17484,24,360503,4533,757,West,929286,2025,12,2025,Qtr 4,December,24,1,LI,Text,22774,High,High Reach
LinkedIn,19896,16,182968,4031,1231,West,493036,2026,1,2026,Qtr 1,January,16,1,LI,Text,25158,High,Low Reach
LinkedIn,2173,23,172046,2366,2389,West,76821,2026,1,2026,Qtr 1,January,23,1,LI,Reel,6928,Low,Low Reach
LinkedIn,16757,3,416791,928,876,West,217990,2026,2,2026,Qtr 1,February,3,1,LI,Reel,18561,Medium,Low Reach
LinkedIn,18348,10,489685,723,2544,West,468605,2026,3,2026,Qtr 1,March,10,1,LI,Reel,21615,High,Low Reach
LinkedIn,6175,24,345734,1240,87,West,115135,2026,3,2026,Qtr 1,March,24,1,LI,Image,7502,Low,Low Reach
LinkedIn,12455,28,443663,2058,210,West,686325,2026,3,2026,Qtr 1,March,28,1,LI,Video,14723,Medium,High Reach
LinkedIn,3275,7,26211,4547,2677,West,547932,2026,4,2026,Qtr 2,April,7,1,LI,Text,10499,Medium,High Reach
LinkedIn,1964,6,318254,1695,2880,West,243558,2026,5,2026,Qtr 2,May,6,1,LI,Reel,6539,Low,Low Reach
LinkedIn,10473,1,498688,2922,1907,West,262612,2026,6,2026,Qtr 2,June,1,1,LI,Reel,15302,Medium,Low Reach
LinkedIn,5835,13,223636,4934,520,West,138835,2026,6,2026,Qtr 2,June,13,1,LI,Video,11289,Medium,Low Reach
LinkedIn,1450,21,331769,1272,2478,West,55487,2026,7,2026,Qtr 3,July,21,1,LI,Video,5200,Low,Low Reach
LinkedIn,2290,1,439742,4807,2552,West,108797,2026,8,2026,Qtr 3,August,1,1,LI,Video,9649,Low,Low Reach
LinkedIn,19978,25,204395,1215,2599,West,582897,2026,8,2026,Qtr 3,August,25,1,LI,Text,23792,High,High Reach
LinkedIn,16619,29,164671,2292,754,West,745828,2026,8,2026,Qtr 3,August,29,1,LI,Video,19665,Medium,High Reach
Twitter,1323,27,296965,679,2369,East,945864,2024,1,2024,Qtr 1,January,27,1,TW,Reel,4371,Low,High Reach
Twitter,3947,7,492205,3464,2156,East,598878,2024,2,2024,Qtr 1,February,7,1,TW,Image,9567,Low,High Reach
Twitter,13844,1,471484,3221,2553,East,300504,2024,4,2024,Qtr 2,April,1,1,TW,Text,19618,Medium,Low Reach
Twitter,14987,5,347275,127,1871,East,826529,2024,4,2024,Qtr 2,April,5,1,TW,Text,16985,Medium,High Reach
Twitter,5842,13,50894,2566,967,East,996620,2024,4,2024,Qtr 2,April,13,1,TW,Reel,9375,Low,High Reach
Twitter,16123,17,407304,950,539,East,855534,2024,4,2024,Qtr 2,April,17,1,TW,Video,17612,Medium,High Reach
Twitter,2383,5,95469,3968,1137,East,881619,2024,6,2024,Qtr 2,June,5,1,TW,Video,7488,Low,High Reach
Twitter,19663,15,389464,805,1697,East,363815,2024,6,2024,Qtr 2,June,15,1,TW,Reel,22165,High,Low Reach
Twitter,7695,25,117041,1426,1053,East,134445,2024,6,2024,Qtr 2,June,25,1,TW,Image,10174,Medium,Low Reach
Twitter,3884,2,119996,628,1011,East,740854,2024,7,2024,Qtr 3,July,2,1,TW,Text,5523,Low,High Reach
Twitter,16398,14,249720,3073,1872,East,704684,2024,7,2024,Qtr 3,July,14,1,TW,Video,21343,High,High Reach
Twitter,13098,20,345188,3533,64,East,644810,2024,7,2024,Qtr 3,July,20,1,TW,Image,16695,Medium,High Reach
Twitter,12873,12,86963,2250,578,East,178088,2024,8,2024,Qtr 3,August,12,1,TW,Reel,15701,Medium,Low Reach
Twitter,7514,17,390572,3381,2950,East,744632,2024,8,2024,Qtr 3,August,17,1,TW,Text,13845,Medium,High Reach
Twitter,9678,30,54312,2020,2444,East,91880,2024,9,2024,Qtr 3,September,30,1,TW,Text,14142,Medium,Low Reach
Twitter,19111,4,427116,3683,2890,East,829805,2024,10,2024,Qtr 4,October,4,1,TW,Reel,25684,High,High Reach
Twitter,439,13,273894,747,1486,East,82071,2024,10,2024,Qtr 4,October,13,1,TW,Image,2672,Low,Low Reach
Twitter,8787,29,314595,4973,206,East,706678,2024,10,2024,Qtr 4,October,29,1,TW,Reel,13966,Medium,High Reach
Twitter,8796,10,106800,2997,1662,East,527498,2024,11,2024,Qtr 4,November,10,1,TW,Reel,13455,Medium,High Reach
Twitter,11407,9,62623,1867,1538,East,131919,2024,12,2024,Qtr 4,December,9,1,TW,Text,14812,Medium,Low Reach
Twitter,8252,18,305369,2660,38,East,266102,2024,12,2024,Qtr 4,December,18,1,TW,Reel,10950,Medium,Low Reach
Twitter,540,27,35879,3003,1577,East,889714,2024,12,2024,Qtr 4,December,27,1,TW,Video,5120,Low,High Reach
Twitter,8739,3,372253,2313,2883,East,830104,2025,1,2025,Qtr 1,January,3,1,TW,Reel,13935,Medium,High Reach
Twitter,3306,4,48580,151,1955,East,200239,2025,1,2025,Qtr 1,January,4,1,TW,Text,5412,Low,Low Reach
Twitter,3958,25,227261,4998,2390,East,16594,2025,1,2025,Qtr 1,January,25,1,TW,Reel,11346,Medium,Low Reach
Twitter,1434,1,150715,4646,1013,East,163241,2025,2,2025,Qtr 1,February,1,1,TW,Reel,7093,Low,Low Reach
Twitter,6297,12,258700,191,428,East,153165,2025,2,2025,Qtr 1,February,12,1,TW,Reel,6916,Low,Low Reach
Twitter,16551,15,129568,3212,2306,East,704341,2025,2,2025,Qtr 1,February,15,1,TW,Reel,22069,High,High Reach
Twitter,5586,7,64408,2804,1621,East,426763,2025,3,2025,Qtr 1,March,7,1,TW,Text,10011,Medium,Low Reach
Twitter,4374,24,497409,622,948,East,130790,2025,3,2025,Qtr 1,March,24,1,TW,Reel,5944,Low,Low Reach
Twitter,9037,3,151408,1486,497,East,28321,2025,4,2025,Qtr 2,April,3,1,TW,Image,11020,Medium,Low Reach
Twitter,13019,12,291855,577,1483,East,606384,2025,5,2025,Qtr 2,May,12,1,TW,Image,15079,Medium,High Reach
Twitter,2728,14,334589,1799,1859,East,922406,2025,5,2025,Qtr 2,May,14,1,TW,Text,6386,Low,High Reach
Twitter,4902,30,346182,3921,1337,East,627905,2025,5,2025,Qtr 2,May,30,1,TW,Reel,10160,Medium,High Reach
Twitter,17923,7,398415,26,2683,East,878391,2025,6,2025,Qtr 2,June,7,1,TW,Text,20632,High,High Reach
Twitter,18917,12,286871,1188,756,East,585497,2025,6,2025,Qtr 2,June,12,1,TW,Image,20861,High,High Reach
Twitter,16811,19,291199,1419,212,East,607438,2025,6,2025,Qtr 2,June,19,1,TW,Reel,18442,Medium,High Reach
Twitter,5907,25,162724,2277,1200,East,69757,2025,6,2025,Qtr 2,June,25,1,TW,Image,9384,Low,Low Reach
Twitter,17592,12,79900,271,1983,East,749913,2025,7,2025,Qtr 3,July,12,1,TW,Video,19846,Medium,High Reach
Twitter,10238,23,418261,418,1000,East,693980,2025,7,2025,Qtr 3,July,23,1,TW,Reel,11656,Medium,High Reach
Twitter,11905,28,175947,3414,1460,East,399921,2025,7,2025,Qtr 3,July,28,1,TW,Video,16779,Medium,Low Reach
Twitter,1136,25,183333,3762,410,East,506136,2025,8,2025,Qtr 3,August,25,1,TW,Text,5308,Low,High Reach
Twitter,3155,27,44147,243,985,East,765098,2025,8,2025,Qtr 3,August,27,1,TW,Reel,4383,Low,High Reach
Twitter,5208,2,37605,3507,2986,East,726127,2025,9,2025,Qtr 3,September,2,1,TW,Text,11701,Medium,High Reach
Twitter,13103,13,365907,1606,2923,East,280467,2025,9,2025,Qtr 3,September,13,1,TW,Text,17632,Medium,Low Reach
Twitter,16462,3,488777,3197,757,East,165056,2025,10,2025,Qtr 4,October,3,1,TW,Reel,20416,High,Low Reach
Twitter,9866,4,147898,4066,686,East,753610,2025,11,2025,Qtr 4,November,4,1,TW,Text,14618,Medium,High Reach
Twitter,5554,14,58877,1378,2203,East,315950,2025,11,2025,Qtr 4,November,14,1,TW,Video,9135,Low,Low Reach
Twitter,11601,15,268347,2062,1708,East,77424,2025,11,2025,Qtr 4,November,15,1,TW,Text,15371,Medium,Low Reach
Twitter,7589,16,477495,4461,940,East,233759,2025,11,2025,Qtr 4,November,16,1,TW,Video,12990,Medium,Low Reach
Twitter,17222,20,337382,1914,1355,East,862185,2025,11,2025,Qtr 4,November,20,1,TW,Video,20491,High,High Reach
Twitter,9962,21,3824,2928,2413,East,711930,2025,11,2025,Qtr 4,November,21,1,TW,Reel,15303,Medium,High Reach
Twitter,17489,23,393747,4786,1974,East,483590,2025,11,2025,Qtr 4,November,23,1,TW,Reel,24249,High,Low Reach
Twitter,3646,27,393565,12,2579,East,797603,2025,11,2025,Qtr 4,November,27,1,TW,Text,6237,Low,High Reach
Twitter,2972,6,15644,494,174,East,672529,2025,12,2025,Qtr 4,December,6,1,TW,Text,3640,Low,High Reach
Twitter,10495,9,329627,4849,2384,East,331405,2025,12,2025,Qtr 4,December,9,1,TW,Text,17728,Medium,Low Reach
Twitter,13923,1,412298,1107,957,East,610007,2026,1,2026,Qtr 1,January,1,1,TW,Reel,15987,Medium,High Reach
Twitter,12377,3,324435,2767,1137,East,36277,2026,1,2026,Qtr 1,January,3,1,TW,Text,16281,Medium,Low Reach
Twitter,7973,8,44414,1448,914,East,84808,2026,1,2026,Qtr 1,January,8,1,TW,Image,10335,Medium,Low Reach
Twitter,17148,25,3035,4794,2853,East,771616,2026,1,2026,Qtr 1,January,25,1,TW,Reel,24795,High,High Reach
Twitter,4132,7,480430,2498,1738,East,447402,2026,2,2026,Qtr 1,February,7,1,TW,Text,8368,Low,Low Reach
Twitter,8331,10,142681,2105,794,East,753695,2026,2,2026,Qtr 1,February,10,1,TW,Text,11230,Medium,High Reach
Twitter,1349,20,4110,2566,486,East,771246,2026,2,2026,Qtr 1,February,20,1,TW,Video,4401,Low,High Reach
Twitter,10154,22,356025,4159,2413,East,62128,2026,2,2026,Qtr 1,February,22,1,TW,Reel,16726,Medium,Low Reach
Twitter,14745,27,153088,1375,1754,East,497537,2026,2,2026,Qtr 1,February,27,1,TW,Image,17874,Medium,Low Reach
Twitter,12683,9,109135,2882,268,East,870544,2026,3,2026,Qtr 1,March,9,1,TW,Text,15833,Medium,High Reach
Twitter,3043,20,484816,3849,936,East,832132,2026,3,2026,Qtr 1,March,20,1,TW,Reel,7828,Low,High Reach
Twitter,5319,22,242546,3767,2587,East,643917,2026,3,2026,Qtr 1,March,22,1,TW,Text,11673,Medium,High Reach
Twitter,2596,23,254853,2107,632,East,218098,2026,3,2026,Qtr 1,March,23,1,TW,Image,5335,Low,Low Reach
Twitter,19693,5,386476,2224,1077,East,184819,2026,4,2026,Qtr 2,April,5,1,TW,Reel,22994,High,Low Reach
Twitter,17322,15,497093,4742,457,East,897633,2026,4,2026,Qtr 2,April,15,1,TW,Reel,22521,High,High Reach
Twitter,6035,23,223311,2920,2301,East,722959,2026,4,2026,Qtr 2,April,23,1,TW,Video,11256,Medium,High Reach
Twitter,1361,8,247001,2591,1787,East,44876,2026,5,2026,Qtr 2,May,8,1,TW,Reel,5739,Low,Low Reach
Twitter,8399,31,210673,3371,1528,East,452441,2026,5,2026,Qtr 2,May,31,1,TW,Video,13298,Medium,Low Reach
Twitter,19763,6,173661,4332,713,East,680965,2026,8,2026,Qtr 3,August,6,1,TW,Image,24808,High,High Reach
Twitter,14748,20,87133,4502,1316,East,227846,2026,8,2026,Qtr 3,August,20,1,TW,Text,20566,High,Low Reach
Twitter,8251,21,368859,1456,2175,East,475445,2026,8,2026,Qtr 3,August,21,1,TW,Reel,11882,Medium,Low Reach
Twitter,17534,2,44120,2765,824,East,654953,2026,9,2026,Qtr 3,September,2,1,TW,Text,21123,High,High Reach
Twitter,11466,7,313903,2392,1179,East,572042,2026,9,2026,Qtr 3,September,7,1,TW,Text,15037,Medium,High Reach
Twitter,14454,17,246294,4739,1327,East,196568,2026,9,2026,Qtr 3,September,17,1,TW,Image,20520,High,Low Reach
Twitter,3307,24,164363,4925,1181,East,827181,2026,9,2026,Qtr 3,September,24,1,TW,Reel,9413,Low,High Reach
Twitter,17877,31,201155,267,1069,North,213231,2024,1,2024,Qtr 1,January,31,1,TW,Reel,19213,Medium,Low Reach
Twitter,15834,27,84077,3693,2336,North,92219,2024,2,2024,Qtr 1,February,27,1,TW,Video,21863,High,Low Reach
Twitter,2508,26,215597,468,720,North,795202,2024,4,2024,Qtr 2,April,26,1,TW,Reel,3696,Low,High Reach
Twitter,15946,11,112949,1204,1549,North,547170,2024,5,2024,Qtr 2,May,11,1,TW,Reel,18699,Medium,High Reach
Twitter,4155,14,266686,3200,246,North,174238,2024,5,2024,Qtr 2,May,14,1,TW,Reel,7601,Low,Low Reach
Twitter,2955,15,267528,2099,2906,North,698223,2024,5,2024,Qtr 2,May,15,1,TW,Text,7960,Low,High Reach
Twitter,14806,21,451389,2522,2329,North,45938,2024,6,2024,Qtr 2,June,21,1,TW,Reel,19657,Medium,Low Reach
Twitter,8000,28,371090,3642,353,North,643295,2024,6,2024,Qtr 2,June,28,1,TW,Text,11995,Medium,High Reach
Twitter,2173,4,362417,4045,1238,North,455490,2024,7,2024,Qtr 3,July,4,1,TW,Video,7456,Low,Low Reach
Twitter,17786,9,452769,1849,257,North,104603,2024,7,2024,Qtr 3,July,9,1,TW,Image,19892,Medium,Low Reach
Twitter,15219,18,102329,1644,1481,North,129477,2024,7,2024,Qtr 3,July,18,1,TW,Image,18344,Medium,Low Reach
Twitter,4827,26,271538,3551,658,North,318680,2024,7,2024,Qtr 3,July,26,1,TW,Text,9036,Low,Low Reach
Twitter,14053,10,255087,2523,788,North,18764,2024,9,2024,Qtr 3,September,10,1,TW,Image,17364,Medium,Low Reach
Twitter,11367,21,183462,4759,2803,North,431045,2024,10,2024,Qtr 4,October,21,1,TW,Text,18929,Medium,Low Reach
Twitter,124,27,50225,841,238,North,937217,2024,11,2024,Qtr 4,November,27,1,TW,Reel,1203,Low,High Reach
Twitter,10669,31,181280,4924,367,North,672989,2024,12,2024,Qtr 4,December,31,1,TW,Reel,15960,Medium,High Reach
Twitter,4333,31,270943,4624,632,North,538924,2025,1,2025,Qtr 1,January,31,1,TW,Reel,9589,Low,High Reach
Twitter,5365,5,439253,2277,2415,North,941282,2025,2,2025,Qtr 1,February,5,1,TW,Video,10057,Medium,High Reach
Twitter,9719,26,106863,998,584,North,581197,2025,2,2025,Qtr 1,February,26,1,TW,Reel,11301,Medium,High Reach
Twitter,7264,12,119567,3438,501,North,111585,2025,3,2025,Qtr 1,March,12,1,TW,Text,11203,Medium,Low Reach
Twitter,16538,28,413286,4587,359,North,979478,2025,3,2025,Qtr 1,March,28,1,TW,Reel,21484,High,High Reach
Twitter,3232,30,53430,488,1142,North,179498,2025,3,2025,Qtr 1,March,30,1,TW,Text,4862,Low,Low Reach
Twitter,572,2,357173,3586,2808,North,668622,2025,4,2025,Qtr 2,April,2,1,TW,Text,6966,Low,High Reach
Twitter,8458,9,499449,4157,2439,North,831437,2025,4,2025,Qtr 2,April,9,1,TW,Video,15054,Medium,High Reach
Twitter,2872,14,454109,13,1383,North,658169,2025,4,2025,Qtr 2,April,14,1,TW,Reel,4268,Low,High Reach
Twitter,6286,19,210183,2274,689,North,222929,2025,4,2025,Qtr 2,April,19,1,TW,Image,9249,Low,Low Reach
Twitter,17329,20,368217,4128,1706,North,867515,2025,4,2025,Qtr 2,April,20,1,TW,Image,23163,High,High Reach
Twitter,18410,23,384269,593,1771,North,987093,2025,4,2025,Qtr 2,April,23,1,TW,Text,20774,High,High Reach
Twitter,11949,5,448143,2949,1055,North,450094,2025,5,2025,Qtr 2,May,5,1,TW,Image,15953,Medium,Low Reach
Twitter,12260,20,400392,3771,2679,North,941870,2025,5,2025,Qtr 2,May,20,1,TW,Image,18710,Medium,High Reach
Twitter,3838,22,38176,4201,826,North,897366,2025,6,2025,Qtr 2,June,22,1,TW,Video,8865,Low,High Reach
Twitter,15874,24,384022,4144,1247,North,387251,2025,6,2025,Qtr 2,June,24,1,TW,Text,21265,High,Low Reach
Twitter,12606,26,71465,1044,266,North,487901,2025,6,2025,Qtr 2,June,26,1,TW,Reel,13916,Medium,Low Reach
Twitter,8242,20,113876,3292,973,North,781475,2025,7,2025,Qtr 3,July,20,1,TW,Video,12507,Medium,High Reach
Twitter,12530,26,418420,3152,2375,North,118914,2025,7,2025,Qtr 3,July,26,1,TW,Image,18057,Medium,Low Reach
Twitter,6147,30,491189,4949,686,North,540430,2025,7,2025,Qtr 3,July,30,1,TW,Reel,11782,Medium,High Reach
Twitter,13180,6,494843,579,1847,North,396156,2025,8,2025,Qtr 3,August,6,1,TW,Image,15606,Medium,Low Reach
Twitter,2094,18,32869,4999,1591,North,861769,2025,8,2025,Qtr 3,August,18,1,TW,Reel,8684,Low,High Reach
Twitter,8070,4,431171,4667,912,North,681525,2025,9,2025,Qtr 3,September,4,1,TW,Video,13649,Medium,High Reach
Twitter,9462,19,63645,224,548,North,879048,2025,9,2025,Qtr 3,September,19,1,TW,Reel,10234,Medium,High Reach
Twitter,18749,8,68400,658,515,North,180069,2025,10,2025,Qtr 4,October,8,1,TW,Reel,19922,Medium,Low Reach
Twitter,16612,17,324491,3635,2332,North,852195,2025,10,2025,Qtr 4,October,17,1,TW,Video,22579,High,High Reach
Twitter,4242,21,353513,1920,297,North,519011,2025,10,2025,Qtr 4,October,21,1,TW,Video,6459,Low,High Reach
Twitter,11412,17,91558,2650,1789,North,249019,2025,11,2025,Qtr 4,November,17,1,TW,Image,15851,Medium,Low Reach
Twitter,1451,25,28259,4234,1886,North,125340,2025,11,2025,Qtr 4,November,25,1,TW,Reel,7571,Low,Low Reach
Twitter,10707,14,330961,4580,1800,North,107152,2025,12,2025,Qtr 4,December,14,1,TW,Reel,17087,Medium,Low Reach
Twitter,5497,16,46627,190,1666,North,684094,2025,12,2025,Qtr 4,December,16,1,TW,Reel,7353,Low,High Reach
Twitter,19444,21,353741,4099,2283,North,821956,2025,12,2025,Qtr 4,December,21,1,TW,Reel,25826,High,High Reach
Twitter,2234,31,495122,2948,233,North,650584,2025,12,2025,Qtr 4,December,31,1,TW,Image,5415,Low,High Reach
Twitter,17566,12,491855,1803,1991,North,416348,2026,1,2026,Qtr 1,January,12,1,TW,Reel,21360,High,Low Reach
Twitter,11781,22,257537,885,2736,North,438375,2026,1,2026,Qtr 1,January,22,1,TW,Video,15402,Medium,Low Reach
Twitter,9721,11,259170,3736,1285,North,80817,2026,2,2026,Qtr 1,February,11,1,TW,Video,14742,Medium,Low Reach
Twitter,6290,2,281173,1375,1623,North,813942,2026,3,2026,Qtr 1,March,2,1,TW,Reel,9288,Low,High Reach
Twitter,7072,30,391211,2343,1845,North,574486,2026,3,2026,Qtr 1,March,30,1,TW,Image,11260,Medium,High Reach
